"chamber","state","siteid","stream","year","month","date","processname","process","blanktype","chamber_size","origilsubstrate","substrate","test","amended_unamended","blank_not","air_not","light_dark","surface_area","temp_initial","temp_final","hour_rate","mean_blank_rate","mean_blank_rate_NAzero","correctedflux","correctedflux_nonegs"
"10","TX","Pringle Creek 2018-06-09","Pringle Creek",2018,"June",2018-06-09,"Nfixation_unamended","Nfixation","small Rock","small","Pebble","Rock","NF","unamended","not","not","Light",0.003216991,26.9,30.8,0.01276,-0.00405,-0.00405,48.7702120812067,48.7702120812067
"4","NH","Dowst Cate Forest 2018-08-10","Dowst Cate Forest",2018,"August",2018-08-10,"Nfixation_unamended","Nfixation","small Rock","small","Pebble","Rock","NF","unamended","not","not","Light",0.003216991,22.4,23.2,-0.0148,NA,0,-42.9386757169458,0
"7","NH","Dowst Cate Forest 2018-08-10","Dowst Cate Forest",2018,"August",2018-08-10,"Nfixation_unamended","Nfixation","small Rock","small","Pebble","Rock","NF","unamended","not","not","Light",0.003216991,22.8,23.3,-0.01776,NA,0,-51.526410860335,0
"20","NC","New Hope Creek 2017-06-03","New Hope Creek",2017,"June",2017-06-03,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,22.3,25.9,0.00019,-0.000765,-0.000765,2.77070508849211,2.77070508849211
"A10","NC","New Hope Creek 2017-06-03","New Hope Creek",2017,"June",2017-06-03,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,22.1,24.9,-0.0011,-0.000765,-0.000765,-0.971922727376815,0
"A9","NC","New Hope Creek 2017-06-03","New Hope Creek",2017,"June",2017-06-03,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,22.3,25.8,-0.00116,-0.000765,-0.000765,-1.14599843974281,0
"B1","NC","Eno River 2017-06-04","Eno River",2017,"June",2017-06-04,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,23.5,26.2,0.00151,-0.00068,-0.00068,6.35376350135888,6.35376350135888
"B2","NC","Eno River 2017-06-04","Eno River",2017,"June",2017-06-04,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,23.4,NA,NA,-0.00068,-0.00068,NA,NA
"B4","NC","Eno River 2017-06-04","Eno River",2017,"June",2017-06-04,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,23.6,26.4,1e-04,-0.00068,-0.00068,2.26298426075796,2.26298426075796
"14","CO","Arikaree River 2017-07-11","Arikaree River",2017,"July",2017-07-11,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,31,32.5,0.05508,-0.00116,-0.00116,163.166967724394,163.166967724394
"15","CO","Arikaree River 2017-07-11","Arikaree River",2017,"July",2017-07-11,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,32.3,32.5,0.02395,-0.00116,-0.00116,72.8506856251696,72.8506856251696
"18","CO","Arikaree River 2017-07-11","Arikaree River",2017,"July",2017-07-11,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,32.8,32.2,0.01912,-0.00116,-0.00116,58.8375907797069,58.8375907797069
"11","CO","Arikaree River 2017-07-11","Arikaree River",2017,"July",2017-07-11,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,26,29.9,-0.00501,-0.00116,-0.00116,-11.1698582101515,0
"19","CO","Arikaree River 2017-07-11","Arikaree River",2017,"July",2017-07-11,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,27.7,29.2,0.00411,-0.00116,-0.00116,15.28965006948,15.28965006948
"4","UT","Lower Knowton Fork Red Butte Creek 2017-07-18","Lower Knowton Fork Red Butte Creek",2017,"July",2017-07-18,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,11.5,13.8,-0.00088,-0.001365,-0.001365,1.40711200829181,1.40711200829181
"8","UT","Lower Knowton Fork Red Butte Creek 2017-07-18","Lower Knowton Fork Red Butte Creek",2017,"July",2017-07-18,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,11.6,13.6,-0.00079,-0.001365,-0.001365,1.6682255768408,1.6682255768408
"16","UT","Lower Knowton Fork Red Butte Creek 2017-07-18","Lower Knowton Fork Red Butte Creek",2017,"July",2017-07-18,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,11.9,13.4,0.00329,-0.001365,-0.001365,13.5053740177286,13.5053740177286
"23","ID","South Fork Mink Creek 2017-07-27","South Fork Mink Creek",2017,"July",2017-07-27,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,15.9,19.1,0.00027,-0.001715,-0.001715,5.75900481744172,5.75900481744172
"32","ID","South Fork Mink Creek 2017-07-27","South Fork Mink Creek",2017,"July",2017-07-27,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,16.3,20.1,0.00149,-0.001715,-0.001715,9.29854430221699,9.29854430221699
"13","WI","Black Earth Creek 2017-08-08","Black Earth Creek",2017,"August",2017-08-08,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,17.2,18.7,-0.00373,-0.001875,-0.001875,-5.38184077398206,0
"15","WI","Black Earth Creek 2017-08-08","Black Earth Creek",2017,"August",2017-08-08,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,17.8,18.8,-0.00106,-0.001875,-0.001875,2.36452842630479,2.36452842630479
"16","WI","Black Earth Creek 2017-08-08","Black Earth Creek",2017,"August",2017-08-08,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,19,18.9,-0.00132,-0.001875,-0.001875,1.61020033938547,1.61020033938547
"1","WI","Brewery Creek 2017-08-11","Brewery Creek",2017,"August",2017-08-11,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,15.2,17.5,-0.00418,-0.001,-0.001,-9.22601275539782,0
"3","WI","Brewery Creek 2017-08-11","Brewery Creek",2017,"August",2017-08-11,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,15.1,17.7,-0.00149,-0.001,-0.001,-1.42161831765564,0
"10","WI","Brewery Creek 2017-08-11","Brewery Creek",2017,"August",2017-08-11,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,15.4,18.5,-0.00138,-0.001,-0.001,-1.10247951165131,0
"4","NC","New Hope Creek 2018-05-27","New Hope Creek",2018,"May",2018-05-27,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,22.5,22.6,-0.00404,-0.00101333333333333,-0.00101333333333333,-8.78115260157361,0
"8","NC","New Hope Creek 2018-05-27","New Hope Creek",2018,"May",2018-05-27,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,22.4,22.6,-0.00745,-0.00101333333333333,-0.00101333333333333,-18.6744555877078,0
"14","NC","New Hope Creek 2018-05-27","New Hope Creek",2018,"May",2018-05-27,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,22.5,22.6,-0.00044,-0.00101333333333333,-0.00101333333333333,1.66339014038619,1.66339014038619
"2","FL","Ichetucknee River 2018-05-31","Ichetucknee River",2018,"May",2018-05-31,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,22.7,24,0.00827,-0.0018,-0.0018,29.2157070587598,29.2157070587598
"3","FL","Ichetucknee River 2018-05-31","Ichetucknee River",2018,"May",2018-05-31,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,22.2,24.4,-0.00247,-0.0018,-0.0018,-1.94384545475363,0
"4","FL","Alexander Springs 2018-06-02","Alexander Springs",2018,"June",2018-06-02,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,25.9,25.9,0.003,-0.001915,-0.001915,14.2597021046479,14.2597021046479
"5","FL","Alexander Springs 2018-06-02","Alexander Springs",2018,"June",2018-06-02,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,24.6,25.7,0.00449,-0.001915,-0.001915,18.5825822950701,18.5825822950701
"9","FL","Alexander Springs 2018-06-02","Alexander Springs",2018,"June",2018-06-02,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,24.5,26.1,-0.00344,-0.001915,-0.001915,-4.42442435596908,0
"17","TX","Pringle Creek 2018-06-09","Pringle Creek",2018,"June",2018-06-09,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,27.1,31,0.00239,-0.00405,-0.00405,18.684126460617,18.684126460617
"19","TX","Pringle Creek 2018-06-09","Pringle Creek",2018,"June",2018-06-09,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,27.2,30.6,-0.00144,-0.00405,-0.00405,7.57229348792085,7.57229348792085
"25","TX","Pringle Creek 2018-06-09","Pringle Creek",2018,"June",2018-06-09,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,27.6,31.4,0.00561,-0.00405,-0.00405,28.0261896909255,28.0261896909255
"3","KS","McDiffit Creek 2018-06-12","McDiffit Creek",2018,"June",2018-06-12,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,23,24,0.00244,-0.00151,-0.00151,11.4599843974281,11.4599843974281
"14","KS","McDiffit Creek 2018-06-12","McDiffit Creek",2018,"June",2018-06-12,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,23.4,23.9,0.0024,-0.00151,-0.00151,11.3439339225175,11.3439339225175
"17","KS","McDiffit Creek 2018-06-12","McDiffit Creek",2018,"June",2018-06-12,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,23,24.4,-0.00146,-0.00151,-0.00151,0.145063093638331,0.145063093638331
"14","KS","Kings Creek 2018-06-13","Kings Creek",2018,"June",2018-06-13,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,23.6,24,0.02386,-0.00076,-0.00076,71.429067307514,71.429067307514
"21","KS","Kings Creek 2018-06-13","Kings Creek",2018,"June",2018-06-13,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,23.7,24.4,0.00816,-0.00076,-0.00076,25.8792559050782,25.8792559050782
"24","KS","Kings Creek 2018-06-13","Kings Creek",2018,"June",2018-06-13,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,23.8,24.1,0.0056,-0.00076,-0.00076,18.4520255107956,18.4520255107956
"14","MI","Pilgrim River 2018-06-21","Pilgrim River",2018,"June",2018-06-21,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,15.9,17.8,0.00198,-0.00299,-0.00299,14.4192715076501,14.4192715076501
"24","MI","Pilgrim River 2018-06-21","Pilgrim River",2018,"June",2018-06-21,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,15.7,18.1,-0.00124,-0.00299,-0.00299,5.07720827734157,5.07720827734157
"28","MI","Pilgrim River 2018-06-21","Pilgrim River",2018,"June",2018-06-21,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,15.4,17.6,-0.00319,-0.00299,-0.00299,-0.580252374553322,0
"13","MI","Pilgrim River 2018-07-17","Pilgrim River",2018,"July",2018-07-17,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,19.1,20,-0.00012,-0.000975,-0.000975,2.48057890121545,2.48057890121545
"17","MI","Pilgrim River 2018-07-17","Pilgrim River",2018,"July",2018-07-17,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,19.5,19.7,-0.00013,-0.000975,-0.000975,2.45156628248779,2.45156628248779
"152","MI","Pilgrim River 2018-07-17","Pilgrim River",2018,"July",2018-07-17,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,18.8,20.1,-0.0014,-0.000975,-0.000975,-1.23303629592581,0
"20","NH","Wednesday Hill Brook 2018-08-09","Wednesday Hill Brook",2018,"August",2018-08-09,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,21.1,20.8,-0.0068,-0.013155,-0.013155,18.4375192014318,18.4375192014318
"22","NH","Wednesday Hill Brook 2018-08-09","Wednesday Hill Brook",2018,"August",2018-08-09,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,21.1,20.9,-0.03289,-0.013155,-0.013155,-57.2564030590491,0
"1","MA","Hop Brook 2018-08-15","Hop Brook",2018,"August",2018-08-15,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,19.6,20.5,-0.01679,NA,0,-48.7121868437514,0
"4","MA","Hop Brook 2018-08-15","Hop Brook",2018,"August",2018-08-15,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,19.5,20.4,-0.01852,NA,0,-53.7313698836376,0
"21","PR","Quebrada Prieta 2019-03-03","Quebrada Prieta",2019,"March",2019-03-03,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,21.7,22,-0.000222062305,-0.00018742233,-0.00018742233,-0.100499638741088,0
"22","PR","Quebrada Prieta 2019-03-03","Quebrada Prieta",2019,"March",2019-03-03,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,21.6,21.9,-0.00011843709,-0.00018742233,-0.00018742233,0.200144246595654,0.200144246595654
"1","KS","Kings Creek 2019-05-10","Kings Creek",2019,"May",2019-05-10,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,12.6,13.1,4.6403843e-05,NA,0,0.134629700445748,0.134629700445748
"13","KS","Kings Creek 2019-05-10","Kings Creek",2019,"May",2019-05-10,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,12.1,13,0.000351255939,NA,0,1.01908546340353,1.01908546340353
"15","KS","Kings Creek 2019-05-10","Kings Creek",2019,"May",2019-05-10,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,12,13.2,2.2552032e-05,NA,0,0.0654293505950126,0.0654293505950126
"1","AZ","Sycamore Creek 2019-05-14","Sycamore Creek",2019,"May",2019-05-14,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,26.2,27.9,-0.000575229321,-0.000321125168,-0.000321125168,-0.737222690810553,0
"9","AZ","Sycamore Creek 2019-05-14","Sycamore Creek",2019,"May",2019-05-14,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,26.9,26.3,-0.000376099991,-0.000321125168,-0.000321125168,-0.159496357931993,0
"15","AZ","Wet Beaver Creek 2019-05-16","Wet Beaver Creek",2019,"May",2019-05-16,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,18.8,20.6,1.1803712e-05,-0.000165875104,-0.000165875104,0.515492774459114,0.515492774459114
"23","AZ","Wet Beaver Creek 2019-05-16","Wet Beaver Creek",2019,"May",2019-05-16,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,19.2,21,-1.333433e-06,-0.000165875104,-0.000165875104,0.477378476553608,0.477378476553608
"28","CO","Arikaree River 2019-05-24","Arikaree River",2019,"May",2019-05-24,"Nfixation_unamended","Nfixation","small Sediment","small","Sediment","Sediment","NF","unamended","not","not","Light",0.003216991,20.1,23.5,0.001650555841,-0.001108760556,-0.001108760556,8.00549945751584,8.00549945751584
